,text,video_id,comment_id,reply,parent_id
17,6 wins due to a crap coaching staff is the main reason. Lets not overloolTHAT! How good do you think Mahomes or Hurts would be with this crap show.@@stevenk2483,tcwq2k9HIbI,UgzrhKIoauUETBbOVz94AaABAg.9xM67URWQS_9xNZUxbO_H4,True,UgzrhKIoauUETBbOVz94AaABAg
18,33 fumbles in 34 games is jaw dropping,tcwq2k9HIbI,UgzrhKIoauUETBbOVz94AaABAg.9xM67URWQS_9xU_JodPVxu,True,UgzrhKIoauUETBbOVz94AaABAg
19,Draft night is the only time we will know what the bears want to do…simple as that.,tcwq2k9HIbI,Ugyd_J5UVcPWbhH4DPp4AaABAg,False,
20,They are fools if they let go of JF1,tcwq2k9HIbI,Ugw_nhhhDCGvLBamxgF4AaABAg,False,
21,Big facts 😅,tcwq2k9HIbI,Ugw_nhhhDCGvLBamxgF4AaABAg.9xLiLJr736x9xM0tOUOGlg,True,Ugw_nhhhDCGvLBamxgF4AaABAg
22,He’s gone!,tcwq2k9HIbI,Ugw_nhhhDCGvLBamxgF4AaABAg.9xLiLJr736x9xM2ondfdtb,True,Ugw_nhhhDCGvLBamxgF4AaABAg
23,@@markballou8621if that’s the case you should go with him ✌🏻,tcwq2k9HIbI,Ugw_nhhhDCGvLBamxgF4AaABAg.9xLiLJr736x9xM4V5gvPlZ,True,Ugw_nhhhDCGvLBamxgF4AaABAg
24,I totally disagree,tcwq2k9HIbI,Ugw_nhhhDCGvLBamxgF4AaABAg.9xLiLJr736x9xM66HiFAm0,True,Ugw_nhhhDCGvLBamxgF4AaABAg
25,Absolutely Facts!,tcwq2k9HIbI,Ugw_nhhhDCGvLBamxgF4AaABAg.9xLiLJr736x9xM9mWKcRxx,True,Ugw_nhhhDCGvLBamxgF4AaABAg
26,"Build your team. Build a dominate line on both sides, fill the roster with playmakers both sides of the ball. I'd draft MHJ and a Edge rusher with the 2 1st round picks to put opposite Moore and Sweat. Ride with Fields and stockpile players with the rest of the draft and free agency. Fields is good enough and if you want to move off him in the future you can. Build a team first.",tcwq2k9HIbI,UgypyogyYpX9vwZFDQV4AaABAg,False,
27,My exact thoughts.  Build the team starting with MHJ and another edge rusher.,tcwq2k9HIbI,UgypyogyYpX9vwZFDQV4AaABAg.9xLoMrkS8nl9xLsDZShNRV,True,UgypyogyYpX9vwZFDQV4AaABAg
28,🎯 🎯 🎯,tcwq2k9HIbI,UgypyogyYpX9vwZFDQV4AaABAg.9xLoMrkS8nl9xLup02YCL1,True,UgypyogyYpX9vwZFDQV4AaABAg
29,The issue is that you MUST take advantage of a high draft pick. And that means keep swinging for a QB.,tcwq2k9HIbI,UgypyogyYpX9vwZFDQV4AaABAg.9xLoMrkS8nl9xMWBReO1ji,True,UgypyogyYpX9vwZFDQV4AaABAg
30,"@@mikep8009  Many of previous Super Bowl winners had good teams in place and then got their quarterback.  The Broncos the Rams and the Chiefs to name a few. Mostly by free agency,  some by the draft. The Chiefs had a good team in place and moved up in the draft to grab Mahomes at 10.  I would submit there haven't been many picked in the top 5 who have made it to the Super Bowl with a team that picked them. Just my opinion.",tcwq2k9HIbI,UgypyogyYpX9vwZFDQV4AaABAg.9xLoMrkS8nl9xMaJ_SUKVp,True,UgypyogyYpX9vwZFDQV4AaABAg
31,"The problem with that theory is that you assume they'll still have a shot at getting a franchise QB, which means more seasons of losing to get high draft picks.  Get the QB and you call always fill in the other pieces.  That's the less harder route.  More importantly, get a coaching staff that has a clue.",tcwq2k9HIbI,UgypyogyYpX9vwZFDQV4AaABAg.9xLoMrkS8nl9xN-aRAZeX2,True,UgypyogyYpX9vwZFDQV4AaABAg
32,Ex Vikings gm Rick Spielman said recently Andrew Luck is the only qb he ranked as high as Caleb Williams. He also would draft Williams over Peyton Manning and John Elway. I think he suffered too many concussions. Stick with Fields and draft weapons.,tcwq2k9HIbI,Ugw6eXDMu2M267pZPe94AaABAg,False,
33,😂haha get off the weed mannnn lol yeah that guy is delusional Caleb ain't no Peyton 😂,tcwq2k9HIbI,Ugw6eXDMu2M267pZPe94AaABAg.9xLlbFn2OkB9xLulNkwgkh,True,Ugw6eXDMu2M267pZPe94AaABAg
34,That's why he isn't working,tcwq2k9HIbI,Ugw6eXDMu2M267pZPe94AaABAg.9xLlbFn2OkB9xMgE6xB3qg,True,Ugw6eXDMu2M267pZPe94AaABAg
35,"It's the decision to stick with Fields why the Bears will always be looking for a QB.  He just can't make plays from the pocket when you need him to.  When he finally makes that game winning drive in the fourth quarter to win a game, I'll finally feel like he's the guy, until then, they need to keep looking..",tcwq2k9HIbI,Ugw6eXDMu2M267pZPe94AaABAg.9xLlbFn2OkB9xN0OF96duG,True,Ugw6eXDMu2M267pZPe94AaABAg
36,@MasterZhao  what makes me nervous  I'd Fields is not clutch he's thrown 14 interceptions in theb4th quarter.,tcwq2k9HIbI,Ugw6eXDMu2M267pZPe94AaABAg.9xLlbFn2OkB9xO1mmBDxwj,True,Ugw6eXDMu2M267pZPe94AaABAg
37,Marvin Harrison Jr and DJ Moore is one scary as hell WR combo.,tcwq2k9HIbI,UgzA6WI_u_vDhtXOJKl4AaABAg,False,
38,"​@Chris-ey8zf yeah but taking fashanu at their 4th pick... one of the most dominant in college to help fields throw wherever.. gotta think of that brotha ... bears defense is now top 10 just need a little work on offense ... kmet one of best tight ends, Moore top 5 in receiving yards with 7tds, Mooney a amazing player who can make plays out of nothing then add mjh would be a 11-6 team 100%",tcwq2k9HIbI,UgzA6WI_u_vDhtXOJKl4AaABAg.9xMcTSsTgj_9xlgRRJuXbi,True,UgzA6WI_u_vDhtXOJKl4AaABAg
39,They don't need to draft a QB. They need better coaching,tcwq2k9HIbI,UgytUSacR17kTuvRNVx4AaABAg,False,
40,Caleb is small at 6’1; hard time looking over linemen. I think he maybe even 6’0.,tcwq2k9HIbI,UgwccAmFnUUQVUMHCv14AaABAg,False,
41,Wow Bernstein said Fields is outplaying Trevor Lawrence which is intresting because it's debatable on both sides. Yes the Jaguars are 7-3 but they have a better team. I was surprised to see that Fields still has more TD passes than Lawrence despite Fields' missing 3 and 1/2 games.,tcwq2k9HIbI,UgxQOnF6sCYjsdfXR754AaABAg,False,
42,That's a joke. Lawrence way better than Fields. QBR 60.2 to Fields 44.9 sacked 25 times in 10 games. To 26 times in 7 games ya he has 1 more TD in 3 less games.  WOW,tcwq2k9HIbI,UgxQOnF6sCYjsdfXR754AaABAg.9xLwGAU3eLe9xMCvJuqA_C,True,UgxQOnF6sCYjsdfXR754AaABAg
43,@@anthonypascente9331 That actually is wow Because Fields' critics like yourself used his lack of TD passes against him last year. But funny how the narrative changes this year. Fields has been out over a month an Lawrence still has less TD passes? Yes WOW. Shows the rest of the Jaguars team is doing their job. And Fields' passer rating is higher than Lawrences but I guess QBR matters when it fits your narrative.,tcwq2k9HIbI,UgxQOnF6sCYjsdfXR754AaABAg.9xLwGAU3eLe9xMF4Sn6JPv,True,UgxQOnF6sCYjsdfXR754AaABAg
44,@@turtleislandlac1490 look up the difference in QB rating and QBR. Personally I think it matters. Some might not. Personally I rather have Lawrence. Personally I rather have my QB throw for 250-275 yards rather than run for 1000 yards..,tcwq2k9HIbI,UgxQOnF6sCYjsdfXR754AaABAg.9xLwGAU3eLe9xMFXWK4XPc,True,UgxQOnF6sCYjsdfXR754AaABAg
45,"Great take. I totally agree with keeping fields and trading down. If we can get a DJ Moore Caliber player like we did last year in a trade to move down that would be amazing. We need safety help, a Center, another pass rusher, a dominate 2nd WR, and depth on the roster because these injuries stack up. We can fill some of these wholes this off season if we move down.",tcwq2k9HIbI,UgyG3Lg6m46Tak6wPoZ4AaABAg,False,
46,"What you can’t do, however is pay a pretty good qb superstar money. Look at Daniel Jones, Ryan Tannehill, Kyler, etc.",tcwq2k9HIbI,UgyihqJDGKAlTbXV4ch4AaABAg,False,
47,"As a fan of another team, it's mind-boggling that the Bears and their fans are even discussing moving on from JF when your whole org is a dumpster fire. I hope my team gives you whatever you ask for to get JF and laugh at all your upcoming draft picks after you make them.",tcwq2k9HIbI,Ugwe2pjRgVhZCOeL-hZ4AaABAg,False,
48,You need to watch more Bears games.  The org is a dumpster fire but the QB has been wildly inconsistent.  Backups win more than him (with far less talent) and he averages 1 fumble per game.,tcwq2k9HIbI,Ugwe2pjRgVhZCOeL-hZ4AaABAg.9xNaitydIJW9xUSOlVW3vF,True,Ugwe2pjRgVhZCOeL-hZ4AaABAg
49,Let’s get a legit head coach with legit coordinators to give this thing one more go and load up on both lines! We’re almost there!,tcwq2k9HIbI,Ugw6UeqtTWPl7lUrbMR4AaABAg,False,
50,"The same thing will happen and all of you will blame the new coaches.  They can get Andy Reid, and everyone will say “it’s not fair - he’s learning a new system.”  Then the following year their blame the weather or orange jerseys or something.  Never JF1s fault",tcwq2k9HIbI,Ugw6UeqtTWPl7lUrbMR4AaABAg.9xOf9Hc1izA9xUSgIc0rR2,True,Ugw6UeqtTWPl7lUrbMR4AaABAg
51,"If Flus is gone, you get. New HC/OC/QB period. Wipe slate clean and start it the right way. No chance you give Fields another HC and a 3rd offensive system in 4 years. That’s ridiculous",tcwq2k9HIbI,Ugw5BJ-ikbCxd_34Jb14AaABAg,False,
52,How can this even be a debate??? Neither Fields nor Bagent or Poles or Eberflus are the answer! They should all have new homes next year.,tcwq2k9HIbI,UgyMmoaKzyvJpX9tM0B4AaABAg,False,
53,"Im not a huge fields fan. The thing is you really have to remember the draft is a real lottery at the QB position. If another team is willing to mortgage the farm for a #1 pick you have to strongly consider it. Draft picks are very valuable in the salary cap era if you use them wisely. RD 1-3 picks in theory should be low cost starters for 4 years. You need a lot of those low cost players producing to build a championship. Thats how you afford to pay players like montez sweat and jaylon johnson. Loading up on picks for this draft and next could open a championship window. Maybe fields doesnt need to be great, but can he be good enough?",tcwq2k9HIbI,Ugwed68jjBYdn-dwwvx4AaABAg,False,
54,"I think you have to trade back in any instance that we do get the first pick.  Getting a 1st round QB that is able to be the franchise guy in the last 10 years has only happened 8 times.  That may seem a lot but there are 47 busts associated with those 8 correct picks.  I say let someone else have the lottery ticket cause I'm happy to sell the ticket to them for 3 first round picks that are likely to be top 10 picks.  I can build around that and get my starting LT, DE and WR that will be franchise guys.  Especially since this current draft has 3 very good tackles to pick from and 4 really good DEs.  You have to do it if you can still get MHJ which is like drafting Randy Moss or Megatron in their primes.  Pennix is a second round QB and we can pick him up as well as Fields fifth year option.  We are thin on the offensive and defensive lines right now.  We lost yesterday cause we don't have the depth to play with a top 5 team in the NFL right now and we should have won.  QB isn't the issue right now as it is more on coaching and lack of depth at key positions.  We need more NFL starting level caliber players at the dline, oline and WR.    For those interested that means drafting a QB you only statistically get it right 14% of the time.  The rest of the times you have a bust.  I would rather sign Kirk Cousins to a deal than draft one and I don't like either of the top two QB candidates next year.  They both have the same flaws in college that are what we complain that Justin needs to improve.",tcwq2k9HIbI,Ugwed68jjBYdn-dwwvx4AaABAg.9xM9aa6iy9m9xOGMNDWSsW,True,Ugwed68jjBYdn-dwwvx4AaABAg
55,"I’ve been down on Fields but you both make good points.  It would just suck to pass on one of these 2 guys and see them blow up.  I do think that regardless of what they do, the team will make a jump next year.  Need new coaches though …",tcwq2k9HIbI,Ugwed68jjBYdn-dwwvx4AaABAg.9xM9aa6iy9m9xUZPWBBVlt,True,Ugwed68jjBYdn-dwwvx4AaABAg
56,"@@slappyjones2136 fields did alright last Sunday. I question the coaches running on 2nd down. But fields attempting to hit the low% vertical deep route on 3rd down was an example of bad decision making late in the game to me. If he plays well enough he could bring 1st round compensation. All you need are 2 teams who desperately need a QB and think they can develop him in their system.   From what I've seen, including last week I still favor starting over. I don't want to be in the situation we were in with Jay Cutler or the giants were with Daniel Jones. A promising and streaky but inconsistent and mediocre QB we're stuck paying 15%-20% of the salary cap to because we have no other options. Tyson bagent is not a probable option. If we stick with fields I hope there's a late round guy we can develop",tcwq2k9HIbI,Ugwed68jjBYdn-dwwvx4AaABAg.9xM9aa6iy9m9xUbcJRRVsv,True,Ugwed68jjBYdn-dwwvx4AaABAg
57,"Hey Look at the needs on this team.  1st new Off Coordinator  2nd renew contracts   K Santos, CB J.Johnson OG T.Jenkins draft : 1) WR   (1) OT  (3) Center (4)   DT 3-tech Nazir Stackhouse  (4) CB Khyree Jackson  Oregon  (5) FS  (6) PR",tcwq2k9HIbI,UgxuqrxLm3AxMVPRMzN4AaABAg,False,
58,"I can't see the Bears drafting a QB that paints his finger nails, and cries in his mama's arms after a loss.",tcwq2k9HIbI,UgzcVXSfXVYtnvlDa5h4AaABAg,False,
59,"Caleb is not the answer, how often do we have to see guys who didn't play well against good competition in college, not do well in the pros. I have watched 4 or 5 games from USC this year and yeah, he makes some quirky throws, but when then need him against mediocre comp, he folds.",tcwq2k9HIbI,UgykAO894q0sa25r8b54AaABAg,False,
60,He has no  o line 😂 you just don’t like him,tcwq2k9HIbI,UgykAO894q0sa25r8b54AaABAg.9xLwANL5T6o9xMyyuS0CtK,True,UgykAO894q0sa25r8b54AaABAg
61,"I think there are character/leadership issues.  Also, he holds the ball too long like JF1.  He might be more accurate?  He smells like a bust to me, but admittedly haven’t watched him much.",tcwq2k9HIbI,UgykAO894q0sa25r8b54AaABAg.9xLwANL5T6o9xU_DrP3JiP,True,UgykAO894q0sa25r8b54AaABAg
62,@@MaseratiMarty84 no o-line? He plays at usc against mediocre competition. Plus it’s not like the bears have the top line in league either. Yeah I don’t like him because he can’t win.,tcwq2k9HIbI,UgykAO894q0sa25r8b54AaABAg.9xLwANL5T6o9xiqZCtuKCW,True,UgykAO894q0sa25r8b54AaABAg
63,I think the Bears safest play is take Harrison and the best lineman available. That helps JF the most and gives you a chance to turn things around in a hurry over anything else you can do.,tcwq2k9HIbI,UgyGMz7gvbfzGwcYYXV4AaABAg,False,
64,"What Poles does this off-season will define his tenure with the Bears and possibly his career. Massive massive decisions that stress me out, and I’m just a dopey, incredibly sad fan. Good luck, Ryan.",tcwq2k9HIbI,UgybCIK_twIv6btBaBl4AaABAg,False,
65,"Agree, with everything you said.",tcwq2k9HIbI,UgybCIK_twIv6btBaBl4AaABAg.9xLviXITXrS9xM5E3Pd6jS,True,UgybCIK_twIv6btBaBl4AaABAg
66,"@@keithk1559 Whether or not to pay Justin plays a big role whether or not Poles drafts a qb high. It’s like 40 million a year for Justin or 10 million a year for either Williams or Maye. Whether or not you keep Justin, the coaching staff HAS to go. I abhor having to change staffs every 2 or 3 years, but you can’t tell me a real coach like Ryans in Houston or O’Connell in Minnesota wouldn’t have 2 or 3 more wins with this roster. The roster still has a ways to go, but we shouldn’t have only 3 wins.",tcwq2k9HIbI,UgybCIK_twIv6btBaBl4AaABAg.9xLviXITXrS9xM6FiKi5yv,True,UgybCIK_twIv6btBaBl4AaABAg
67,@@vincedidiana5781 I homestly think they are tanking on purpose again.  Maybe not in the beginning but now.  If the coaches are all back next year then there is no doubt in my mind that was the plan.  Please dont tell me to put my tinfoil hat away. 🐻⬇️ ✌️✝️,tcwq2k9HIbI,UgybCIK_twIv6btBaBl4AaABAg.9xLviXITXrS9xM71e1RAfu,True,UgybCIK_twIv6btBaBl4AaABAg
68,"If that's the case and they keep Fields, draft Marvin Harrison & get more picks, then if I'm George McCaskey I am sitting Poles and Eberflus down and saying I expect to make the playoffs this year. If not, then both of them should be 100% gone after next year!!!! No discussion!!",tcwq2k9HIbI,UgyY423BJ6TuTh7cbSB4AaABAg,False,
69,👏🏻👏🏻👏🏻👏🏻,tcwq2k9HIbI,UgyY423BJ6TuTh7cbSB4AaABAg.9xLkuMOp_EX9xM32_ejgOx,True,UgyY423BJ6TuTh7cbSB4AaABAg
70,Show Eber the door and tell him to Uber if he needs money. He needs to. E gone for this team to improve. Ideally sell the team at best.,tcwq2k9HIbI,UgyY423BJ6TuTh7cbSB4AaABAg.9xLkuMOp_EX9xM_x_DuBty,True,UgyY423BJ6TuTh7cbSB4AaABAg
71,Fields showed he has all the skills yesterday. Better coaching and play design and he will thrive . Ben Johnson for Bears coach,tcwq2k9HIbI,UgxQwFkP-o4hlucoBvN4AaABAg,False,
72,Yes and that was while the Lions' defense was in the backfield immediately after every other snap it seemed like.,tcwq2k9HIbI,UgxQwFkP-o4hlucoBvN4AaABAg.9xLmTpLG0WD9xLoOiG7Uzi,True,UgxQwFkP-o4hlucoBvN4AaABAg
73,Bears need to go all in on designing the team around his strengths like they did in Baltimore.,tcwq2k9HIbI,UgxQwFkP-o4hlucoBvN4AaABAg.9xLmTpLG0WD9xLpQaNtAga,True,UgxQwFkP-o4hlucoBvN4AaABAg
74,No,tcwq2k9HIbI,UgxQwFkP-o4hlucoBvN4AaABAg.9xLmTpLG0WD9xLw--3FXtU,True,UgxQwFkP-o4hlucoBvN4AaABAg
75,​@@robbienesbit5694anybody would do better than flusy,tcwq2k9HIbI,UgxQwFkP-o4hlucoBvN4AaABAg.9xLmTpLG0WD9xLwCwHoqnb,True,UgxQwFkP-o4hlucoBvN4AaABAg
76,Only problem is the coaches can't make decisions for Fields when the D lines up.  Fields just runs what he is handed and if it doesn't work runs.,tcwq2k9HIbI,UgxQwFkP-o4hlucoBvN4AaABAg.9xLmTpLG0WD9xM19SebJ2p,True,UgxQwFkP-o4hlucoBvN4AaABAg
77,"Sheesh…Poles said that so he doesn’t kill his trade value. That is the only reason to say that. Because if you are standing on Fields, every other team knows they only have to trade to #2 or #3 to get one of the top 2 QBs. Don’t be silly.  This all hinges on who is coaching next year. If you like Fields, you ironically probably need Flus to remain coach.  If they get a new coach, there is almost a 100% chance that person is going to predicate taking the job on picking who he is going to go with at QB. I don’t see the new guy being like Nagy and Flus and being OK with inheriting a QB.  This assumes they have a top 2 pick.",tcwq2k9HIbI,Ugx1muQGfwB0QnEUTxZ4AaABAg,False,
78,I am for fields get mhjr and help on. Iines getting anther qb won’t help,tcwq2k9HIbI,Ugz_3ReQB_jAfiCBOk14AaABAg,False,
79,"Keep Fields, fire the coach Eberfluse. DJ.Moore with Marvin Harrison Jr and we would be dangerous on offense.",tcwq2k9HIbI,UgyskVvZSWgYVApPb-J4AaABAg,False,
80,"I'm not sold on Fields and have been critical of his play.  However, I watched CW and DM this past weekend and I was not overly impressed with either of them.  What I saw, I liked CW more than DM.  Of course, those single games is all I have seen of both; a small sample of play.   I think you take a qb later in the draft...Nix and take Harrison and O-line/d-line with those high picks.  Then you keep Fields and Bagent next season.  If you are gonna be running Fields like all his supporters are pushing, he will be injured often and not have a very long career.  We'll have plenty of opportunity to see what Bagent and Nix (or whoever) can develop into.  No matter what though, you need to bring in a new coaching staff that could take advantage of Moore and Harrison, probably the top WR duo in the league at that time.  You should get the death penalty if you have them and keep the coaching staff we have now.",tcwq2k9HIbI,Ugz9XENVGZ2rRXAivmB4AaABAg,False,
81,"Fields still holds the ball too long. Takes too many sacks. Too many turnovers. He has the physical skills, but has issues with reading defenses. Fall in love with his ups, but can't continue with his lapses. 4 years, 2 coaching staffs.  The coaches need to get fired as well.",tcwq2k9HIbI,UgyrJizY7L-Z73_GA2F4AaABAg,False,
82,"Finally, someone writing with some wisdom. Almost all the comments here must still have Bud Light in their system",tcwq2k9HIbI,UgyrJizY7L-Z73_GA2F4AaABAg.9xLsdHWYIq-9xLu70VN5TB,True,UgyrJizY7L-Z73_GA2F4AaABAg
83,Fields deserves his criticism for sure. Guy misses open receivers so often it's frustrating. But he's talented as hell. And Caleb Williams stats shows he holds the ball for like 3.2+ seconds per play. That's longer than fields now and longer than zack Wilson. Give fields better coaches who show him some respect lol,tcwq2k9HIbI,UgyrJizY7L-Z73_GA2F4AaABAg.9xLsdHWYIq-9xMUlvgZfvm,True,UgyrJizY7L-Z73_GA2F4AaABAg
84,"You trade the 1st pick to Arizona or New England.. if it’s Arizona you get their 2 first round picks in 24 and a first round pick in 25. If it’s New England you swap 1sts in 24 and get a 25 and 26 1st. Then you draft WR Harrison Jr at 3. And TE Brock Bowers at 5. And then draft a Center at your next pick. Then you pair them with Fields who gets a prove it year in 24. If he fails, you draft a new QB in 25 with one of your 2 first round picks, we need players. Trading thr pick in 24 gets you players. Damn good players",tcwq2k9HIbI,Ugw7C3VH6v7fWmZeG-B4AaABAg,False,
85,Fields should be the running back,tcwq2k9HIbI,UgwhwGhkH1BoyPq-XuB4AaABAg,False,
86,Still evaluating Fields in his fourth year!? If he is the answer the Bears would've seen it by now.,tcwq2k9HIbI,Ugy65leS_PTD1OOY4Lp4AaABAg,False,
87,"Fields: -6-26 record  -1 win at Soldier Field in a year -Threw 8 TDs vs the #32 & #30  ranked passing defenses (not a FLEX) -Played like @$$ vs #24 Vikings passing defense  - Threw 1 TD vs Lions despite 4 take aways by defense (cough Trubisky) -27 INTs, 33 FUMs, 37 T/Os in 32 games - 2 Pick 6's, 1 FUM for a TD, 1 FUM for a safety & 6 INTs in last 7 games - Gifted opponents 23 pts in his past 7 games  - Only quality win is vs T. Lance/49ers - He's beat nobody QBs like Howell, Lance, Mac Jones, Mills - His backup has already tied Fields 2 game win per season average 😭",tcwq2k9HIbI,Ugw_1oETuXbcmOCbRZh4AaABAg,False,
88,If you are sold on JF1 you're not being honest with yourself. He is 23rd in QBR despite his past few games. So he was flat out bad before these games. The coaches aren't perfect. The team needs work but that applies to nearly every team.  I Like what i see in Justin these last games but i think its going to be a Final game type decision. See what he brings the rest of the season. Because every QB we have had in the past 10 years has had a run which dissuaded the bears from drafting another QB and it bites us in the behind.,tcwq2k9HIbI,Ugwdh1enlnWJIzLnPFl4AaABAg,False,
89,"My biggest concern is not about the QB position itself, it’s that I have absolutely no faith in any of our upper management to properly evaluate and assess potential at the NFL level.   So if we do end up taking a QB, of course as a fan I’ll always root for their success.   But I won’t be the least bit surprised if we draft the wrong player yet again. It has been this way for quite a while now, and I don’t see any indication it will stop.   And even if we do actually get a QB with major upside, I still don’t believe our organization will support them properly and allow them to grow.",tcwq2k9HIbI,Ugzoa4xvbd6SDOUsOPh4AaABAg,False,
90,"IS JUSTIN FIELDS GOING TO BE WORTH A MAX CONTRACT, WHICH IS ABOUT $50 MILLION A YEAR ?",tcwq2k9HIbI,UgzrJFjuLQxBGiQfeaN4AaABAg,False,
91,"Chance to get a QB that is ready out of the gate  in the draft is like 1/3. Too big of a risk, Fields has his flaws but we know when we play to his strengths he can be really good, and he has been consistent the last 3 games if he continues that the rest of the season you cannot take that risk.",tcwq2k9HIbI,Ugzfj5MMZD-FR45M4ql4AaABAg,False,
92,You fire the coach first then whoever you decide to become the new coach needs to be heavily involved on where they go on qb,tcwq2k9HIbI,Ugwp9vi4LBneGLTi3x14AaABAg,False,
93,"I swear! People see ONE decent performance from Fields and forget all about his overall record as a starter. He’s indecisive, hence why he takes off running all the time. He can’t read a defense. He’s NOT the hero Bears fans want to believe he is. Bitch me out all you want, but I promise you Fields WILL fail no matter who the coaches are.",tcwq2k9HIbI,UgyyPqrupWflA9o2cy14AaABAg,False,
94,Passing on an elite QB prospect to give Justin Fields a 4th season to prove he’s the guy is asinine. If poles passes on a QB and the bears don’t make the playoffs next year he’s FIRED,tcwq2k9HIbI,UgyHb2QYdDk2DXO7iS54AaABAg,False,
95,Fields has been playing very good as of late but he needs better pass protection.  The bears should draft consecutive lineman with their draft choices.    Fields looked better than Stroud in college.,tcwq2k9HIbI,UgwkuKPJr5eyNZMnMsZ4AaABAg,False,
